adapt_last_objective,anchor_name,anchor_step,art_painting_full_acc,bn_source,candidate_id,candidate_steps,coefficients,consistency_beta,delta_vs_base_art_painting_full_acc,delta_vs_base_test_env0_in_acc,delta_vs_base_test_env0_out_acc,distill_beta,entropy_beta,epochs,family,global_probe_index,interp_alpha,kl_beta,l2_lambda,loss_temperature,lr,mode,num_shards,optimizer,pca_coefficients,peer_a_step,peer_b_step,peer_step,probe_id,prototype_applied,pseudo_beta,sam_rho,scope,search_alpha,selection_score,shard_id,support_acc,support_mean_loss,support_top_alpha_loss,support_weight_mode,teacher_name,test_env0_in_acc,test_env0_out_acc,validation_mean_loss,view_names,weight_decay
0.06953287424726619,bestval,11500,0.802734375,,,,,0.5,-0.01806640625,-0.017693715680292876,-0.019559902200488977,0.0,0.0,15,pseudo_consistency_update,40,1.0,0.0,0.0,0.0,0.0005,param_update,8,adam,,,,,bestval_clf_pseudo_consistency,,0.8,0.0,classifier,,,0,0.9585958595859586,0.11139551580776934,0.5471919780081274,,,0.801098230628432,0.8092909535452323,0.10139165104938154,"['hflip', 'autocontrast']",0.0
0.06933335690862602,bestval,800,0.83837890625,,,,,0.0,0.017578125,0.017083587553386126,0.019559902200488977,1.0,0.0,18,distillation_update,41,1.0,0.0,0.0,0.0,0.0005,param_update,8,adam,,,,,bestval_clf_teacher_distill_local,,0.0,0.0,classifier,,,1,0.9558955895589559,0.12190393744346745,0.5856082106168992,,local_uniform,0.835875533862111,0.8484107579462102,0.08303013994914143,[],0.0
0.2272794565392865,bestval,4150,0.8330078125,,,,,0.0,0.01220703125,0.015863331299572847,-0.0024449877750610804,0.0,0.0,12,sam_update,42,1.0,0.0,0.0,0.0,0.0002,param_update,8,sgd,,,,,bestval_clf_sam_local,,0.0,0.02,classifier,,,2,0.9576957695769577,0.16239362135845253,0.8117598364103237,uniform,,0.8346552776082977,0.8264058679706602,0.10444859045894206,[],0.0
0.12179508391353819,bestval,14250,0.76123046875,,,,,0.0,-0.0595703125,-0.057352043929225216,-0.06845965770171147,0.0,0.0,18,fisher_update,43,1.0,0.0,0.0,0.0,0.0007,param_update,8,adam,,,,,bestval_clf_fisher_nat,,0.0,0.0,classifier,,,3,0.963096309630963,0.0950386559855342,0.4690096604212221,uniform,,0.7614399023794997,0.7603911980440098,0.08601346186229161,[],0.0
0.1001956249690718,bestval,5150,0.77783203125,,,,,0.0,-0.04296875,-0.043319097010372176,-0.041564792176039145,0.0,0.0,18,drift_orthogonal_update,44,1.0,0.0,0.0,0.0,0.0006,param_update,8,adam,,,,,bestval_clf_drift_orth,,0.0,0.0,classifier,,,4,0.9675967596759676,0.08827057188713254,0.4336085874378339,uniform,,0.7754728492983527,0.7872860635696821,0.10622128017810213,[],0.0
0.12902182216445604,bestval,11500,0.7919921875,,,,,0.0,-0.02880859375,-0.029896278218425887,-0.02444987775061125,0.0,0.0,18,pca_orthogonal_update,45,1.0,0.0,0.0,0.0,0.0006,param_update,8,adam,,,,,bestval_clf_pca_orth,,0.0,0.0,classifier,,,5,0.9612961296129613,0.09781524157684596,0.48012047436982336,uniform,,0.788895668090299,0.80440097799511,0.08592686520404175,[],0.0
0.26820414264996845,bestval,14000,0.806640625,,,,,0.0,-0.01416015625,-0.010982306284319732,-0.02689486552567233,0.0,0.0,18,pca_subspace_update,46,1.0,0.0,0.0,0.0,0.0008,param_update,8,adam,,,,,bestval_clf_pca_only,,0.0,0.0,classifier,,,6,0.9648964896489649,0.15523830195904806,0.7761523981073788,uniform,,0.8078096400244051,0.8019559902200489,0.1277453107681094,[],0.0
0.012681486072122224,bestval,6650,0.78369140625,,,,,0.75,-0.037109375,-0.03843807199511906,-0.0317848410757946,0.0,0.0,10,consistency_update,47,1.0,0.0,0.0,0.0,5e-05,param_update,8,adamw,,,,,bestval_feat_consistency,,0.0,0.0,featurizer,,,7,1.0,0.0029124366097295932,0.014405275457760802,uniform,,0.7803538743136058,0.7970660146699267,0.1298165892352577,"['hflip', 'rotate_p10']",0.0001
0.014049289381445205,bestval,11500,0.76708984375,,,,,0.0,-0.0537109375,-0.056131787675411826,-0.044009779951100225,0.0,0.0,10,fisher_update,48,0.8,0.0,1e-05,0.0,3e-05,param_update,8,adamw,,,,,bestval_full_fisher_trust,,0.0,0.0,full,,,0,0.9981998199819982,0.005470844545644111,0.02734883325111821,uniform,,0.762660158633313,0.784841075794621,0.10230090913652372,[],0.0001
0.20096082654264238,bestval,800,0.857421875,,,,,0.0,0.03662109375,0.03660768761439903,0.03667481662591687,0.7,0.0,8,sam_update,49,1.0,0.0,0.0,0.0,5e-05,param_update,8,sgd,,,,,bestval_full_sam_distill,,0.0,0.02,full,,,1,0.963096309630963,0.11936985929084798,0.5951766525458985,,quality_uniform,0.8553996339231239,0.8655256723716381,0.11301491340669263,[],0.0
