status,global_index,category,family,scheme,description,parameter_name,parameter_value,variant_index,is_control,mean_full_acc,mean_in_acc,mean_out_acc,support_loss,validation_loss,top_weights,art_painting_full_acc,mean_full_acc,mean_in_acc,mean_out_acc,test_env0_in_acc,test_env0_out_acc
success,658,trajectory,acceleration_minimizer,acceleration_minimizer__power_3p0,Prefer checkpoints with low second-derivative norm in prediction space.,power,3.0,7,False,0.88330078125,0.8810250152532032,0.8924205378973105,0.10561961796332543,0.057773200239391385,"[{'index': 0, 'rank': 1, 'step': 250, 'weight': 0.2061422317154614}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.13369317213580795}, {'index': 13, 'rank': 3, 'step': 2100, 'weight': 0.03701396352940629}, {'index': 1, 'rank': 4, 'step': 350, 'weight': 0.03668196192797997}, {'index': 15, 'rank': 5, 'step': 3400, 'weight': 0.03616505594240667}]",0.88330078125,0.88330078125,0.8810250152532032,0.8924205378973105,0.8810250152532032,0.8924205378973105
success,237,consensus,leave_one_out_pivotality,leave_one_out_pivotality__power_2p0,Prefer checkpoints whose removal hurts the uniform committee the most.,power,2.0,6,False,0.8828125,0.8779743746186699,0.902200488997555,0.14493157650225877,0.07243515795268932,"[{'index': 12, 'rank': 1, 'step': 2050, 'weight': 0.18153866433009727}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.1503770556775637}, {'index': 1, 'rank': 3, 'step': 350, 'weight': 0.12416266601635208}, {'index': 17, 'rank': 4, 'step': 4550, 'weight': 0.1237033993009436}, {'index': 22, 'rank': 5, 'step': 8000, 'weight': 0.10581496127951669}]",0.8828125,0.8828125,0.8779743746186699,0.902200488997555,0.8779743746186699,0.902200488997555
success,695,trajectory,phase_canceling_pair,phase_canceling_pair__temperature_0p04,Prefer checkpoints whose residual error pattern cancels other family members.,temperature,0.04,4,False,0.8828125,0.8791946308724832,0.8973105134474327,0.1177776825658702,0.05482895839802858,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.20877347603114876}, {'index': 3, 'rank': 2, 'step': 600, 'weight': 0.20877347603114876}, {'index': 0, 'rank': 3, 'step': 250, 'weight': 0.10326145929844842}, {'index': 19, 'rank': 4, 'step': 6650, 'weight': 0.10326145929844842}, {'index': 17, 'rank': 5, 'step': 4550, 'weight': 0.056069417563231215}]",0.8828125,0.8828125,0.8791946308724832,0.8973105134474327,0.8791946308724832,0.8973105134474327
success,536,error_structure,hard_example_committee,hard_example_committee__temperature_0p05,Prefer checkpoints that improve the hardest support examples.,temperature,0.05,5,False,0.8828125,0.8798047589993899,0.8948655256723717,0.12096048104069611,0.08357352584976108,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.07985255489598289}, {'index': 9, 'rank': 2, 'step': 1250, 'weight': 0.06550769634027397}, {'index': 8, 'rank': 3, 'step': 1000, 'weight': 0.05792198736998716}, {'index': 17, 'rank': 4, 'step': 4550, 'weight': 0.05629041973266566}, {'index': 19, 'rank': 5, 'step': 6650, 'weight': 0.05409355154303039}]",0.8828125,0.8828125,0.8798047589993899,0.8948655256723717,0.8798047589993899,0.8948655256723717
success,29,blend,denoised_residual_committee,denoised_residual_committee__alpha_0p75,Prefer checkpoints whose low-rank-denoised projection quality aligns with committee residual correction.,alpha,0.75,8,False,0.8828125,0.8804148871262966,0.8924205378973105,0.1233906432865548,0.054660049462769214,"[{'index': 8, 'rank': 1, 'step': 1000, 'weight': 0.09690732976462177}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.09337556646861413}, {'index': 21, 'rank': 3, 'step': 7450, 'weight': 0.08405239678783709}, {'index': 19, 'rank': 4, 'step': 6650, 'weight': 0.0813608802625691}, {'index': 1, 'rank': 5, 'step': 350, 'weight': 0.06429207654885745}]",0.8828125,0.8828125,0.8804148871262966,0.8924205378973105,0.8804148871262966,0.8924205378973105
success,186,cluster,community_quality_balance,community_quality_balance__alpha_0p4,"Allocate mass across communities, then rank members by community-level validation quality.",alpha,0.4,5,False,0.88232421875,0.8785845027455765,0.8973105134474327,0.1348101858428531,0.092063246748778,"[{'index': 17, 'rank': 1, 'step': 4550, 'weight': 0.22191082375083618}, {'index': 10, 'rank': 2, 'step': 1300, 'weight': 0.11348752971931947}, {'index': 4, 'rank': 3, 'step': 650, 'weight': 0.11348752971931947}, {'index': 23, 'rank': 4, 'step': 13950, 'weight': 0.026243529371929752}, {'index': 20, 'rank': 5, 'step': 6800, 'weight': 0.026243529371929752}]",0.88232421875,0.88232421875,0.8785845027455765,0.8973105134474327,0.8785845027455765,0.8973105134474327
success,444,domain,hard_gain_worst_domain_tradeoff,hard_gain_worst_domain_tradeoff__alpha_0p2,Prefer checkpoints that rescue hard examples without blowing up the worst source domain.,alpha,0.2,3,False,0.88232421875,0.8791946308724832,0.8948655256723717,0.12818160652946664,0.06305743028417606,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.0639468696893707}, {'index': 9, 'rank': 2, 'step': 1250, 'weight': 0.06274026381046302}, {'index': 8, 'rank': 3, 'step': 1000, 'weight': 0.062210056549861864}, {'index': 11, 'rank': 4, 'step': 1550, 'weight': 0.05952166240580923}, {'index': 12, 'rank': 5, 'step': 2050, 'weight': 0.055371207938784126}]",0.88232421875,0.88232421875,0.8791946308724832,0.8948655256723717,0.8791946308724832,0.8948655256723717
success,622,subspace,redundancy_guarded_pivotality,redundancy_guarded_pivotality__alpha_0p1,Prefer pivotal checkpoints while suppressing redundant ones.,alpha,0.1,1,False,0.88232421875,0.8791946308724832,0.8948655256723717,0.12987373772133426,0.09358268450288211,"[{'index': 21, 'rank': 1, 'step': 7450, 'weight': 0.10405921784269127}, {'index': 2, 'rank': 2, 'step': 450, 'weight': 0.08240207670536187}, {'index': 18, 'rank': 3, 'step': 5100, 'weight': 0.07675349571615622}, {'index': 19, 'rank': 4, 'step': 6650, 'weight': 0.06920928340348138}, {'index': 23, 'rank': 5, 'step': 13950, 'weight': 0.061787349156989045}]",0.88232421875,0.88232421875,0.8791946308724832,0.8948655256723717,0.8791946308724832,0.8948655256723717
success,25,blend,denoised_residual_committee,denoised_residual_committee__alpha_0p3,Prefer checkpoints whose low-rank-denoised projection quality aligns with committee residual correction.,alpha,0.3,4,False,0.88232421875,0.8798047589993899,0.8924205378973105,0.11126756222464285,0.06524268794460457,"[{'index': 8, 'rank': 1, 'step': 1000, 'weight': 0.10625345802691856}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.09266138661211287}, {'index': 19, 'rank': 3, 'step': 6650, 'weight': 0.0846529580301609}, {'index': 21, 'rank': 4, 'step': 7450, 'weight': 0.07530619065983674}, {'index': 5, 'rank': 5, 'step': 850, 'weight': 0.06285075742920239}]",0.88232421875,0.88232421875,0.8798047589993899,0.8924205378973105,0.8798047589993899,0.8924205378973105
success,45,blend,residual_calibration_guard,residual_calibration_guard__alpha_0p3,Prefer residual-correcting checkpoints that also remain calibrated.,alpha,0.3,4,False,0.88232421875,0.8798047589993899,0.8924205378973105,0.1262992790771915,0.08595230305144767,"[{'index': 1, 'rank': 1, 'step': 350, 'weight': 0.09837728118300106}, {'index': 22, 'rank': 2, 'step': 8000, 'weight': 0.08150193641653139}, {'index': 21, 'rank': 3, 'step': 7450, 'weight': 0.06791111826459102}, {'index': 12, 'rank': 4, 'step': 2050, 'weight': 0.06643416866960004}, {'index': 23, 'rank': 5, 'step': 13950, 'weight': 0.05643228328638948}]",0.88232421875,0.88232421875,0.8798047589993899,0.8924205378973105,0.8798047589993899,0.8924205378973105
